atlas_file,atlas_version,tissue,cell_type_path,gene,polarity,species,state,target_status,source_type,source_name,pmid,doi,url,source_record_id,source_record_url,evidence_locator,curator,verified_at,curator_notes
marker_atlas.json,mkg-2026.08,blood,Platelet,LYZ,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Alveolar macrophage,MARCO,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Alveolar macrophage,CD68,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Alveolar macrophage,LYZ,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Alveolar macrophage,CMTM7,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Alveolar macrophage,FABP4,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Alveolar macrophage,CD3D,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Alveolar macrophage,EPCAM,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Alveolar macrophage,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Alveolar type 1 cell,AGER,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Alveolar type 1 cell,PDPN,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Alveolar type 1 cell,B2M,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Alveolar type 1 cell,EGFR,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Alveolar type 1 cell,SFTPC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Alveolar type 1 cell,SCGB1A1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Alveolar type 1 cell,MUC5B,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Alveolar type 2 cell,SFTPC,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Alveolar type 2 cell,SFTPA1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Alveolar type 2 cell,ABCA3,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Alveolar type 2 cell,NKX2-1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Alveolar type 2 cell,CHGA,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Alveolar type 2 cell,AGER,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Alveolar type 2 cell,PDPN,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Alveolar type 2 cell,MUC5B,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Alveolar type 2 cell,SCGB1A1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Ciliated cell,FOXJ1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Ciliated cell,DNAI1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Ciliated cell,DNAH5,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Ciliated cell,CCDC39,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Ciliated cell,TUBB4B,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Ciliated cell,SFTPC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Ciliated cell,MUC5AC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Ciliated cell,TP63,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Club cell,SCGB1A1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Club cell,SCGB3A2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Club cell,CCSP,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Club cell,NKX2-1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Club cell,MUC5AC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Club cell,MUC5B,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Club cell,FOXJ1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Club cell,SFTPC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Goblet cell,MUC5AC,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Goblet cell,MUC5B,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Goblet cell,TFF1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Goblet cell,SPDEF,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Goblet cell,SCGB1A1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Goblet cell,FOXJ1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Goblet cell,SFTPC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Basal cell,TP63,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Basal cell,KRT5,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Basal cell,KRT17,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Basal cell,ITGA6,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Basal cell,CD44,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Basal cell,FOXJ1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Basal cell,SFTPC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,lung,Basal cell,MUC5AC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Hepatocyte,ALB,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Hepatocyte,AFP,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Hepatocyte,CYP3A4,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Hepatocyte,HNF4A,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Hepatocyte,APOA1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Hepatocyte,FGB,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Hepatocyte,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Hepatocyte,PECAM1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Hepatocyte,EPCAM,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Kupffer cell,MARCO,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Kupffer cell,CD68,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Kupffer cell,LYZ,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Kupffer cell,C1QA,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Kupffer cell,C1QB,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Kupffer cell,VCAN,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Kupffer cell,ALB,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Kupffer cell,EPCAM,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Kupffer cell,PECAM1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Cholangiocyte,EPCAM,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Cholangiocyte,KRT19,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Cholangiocyte,KRT7,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Cholangiocyte,CFTR,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Cholangiocyte,SOX9,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Cholangiocyte,ALB,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Cholangiocyte,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Cholangiocyte,PECAM1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Liver endothelial cell,PECAM1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Liver endothelial cell,CDH5,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Liver endothelial cell,LYVE1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Liver endothelial cell,STAB1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Liver endothelial cell,STAB2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Liver endothelial cell,ALB,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Liver endothelial cell,EPCAM,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Liver endothelial cell,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Hepatic stellate cell,DES,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Hepatic stellate cell,ACTA2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Hepatic stellate cell,PDGFRA,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Hepatic stellate cell,RGS5,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Hepatic stellate cell,LMOD1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Hepatic stellate cell,ALB,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Hepatic stellate cell,EPCAM,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Hepatic stellate cell,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,liver,Hepatic stellate cell,PECAM1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Excitatory neuron,SLC17A7,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Excitatory neuron,CAMK2A,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Excitatory neuron,NEUROD6,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Excitatory neuron,SATB2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Excitatory neuron,GAD1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Excitatory neuron,GAD2,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Excitatory neuron,GFAP,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Excitatory neuron,OLIG2,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Excitatory neuron,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Inhibitory neuron,GAD1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Inhibitory neuron,GAD2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Inhibitory neuron,SST,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Inhibitory neuron,PVALB,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Inhibitory neuron,VIP,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Inhibitory neuron,SLC17A7,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Inhibitory neuron,GFAP,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Inhibitory neuron,OLIG2,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Inhibitory neuron,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Astrocyte,GFAP,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Astrocyte,AQP4,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Astrocyte,SLC1A3,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Astrocyte,SLC1A2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Astrocyte,ALDH1L1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Astrocyte,GJA1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Astrocyte,OLIG2,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Astrocyte,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Astrocyte,PECAM1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Astrocyte,SLC17A7,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Oligodendrocyte,MBP,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Oligodendrocyte,MOG,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Oligodendrocyte,PLP1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Oligodendrocyte,OLIG2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Oligodendrocyte,MAG,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Oligodendrocyte,CNP,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Oligodendrocyte,GFAP,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Oligodendrocyte,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Oligodendrocyte,PECAM1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Oligodendrocyte,SLC17A7,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,OPC,PDGFRA,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,OPC,CSPG4,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,OPC,SOX10,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,OPC,OLIG2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,OPC,VCAN,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,OPC,MBP,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,OPC,MOG,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,OPC,GFAP,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,OPC,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Microglia,PTPRC,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Microglia,CX3CR1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Microglia,AIF1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Microglia,TMEM119,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Microglia,P2RY12,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Microglia,C1QA,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Microglia,GFAP,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Microglia,OLIG2,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Microglia,SLC17A7,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,brain,Microglia,PECAM1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Proximal tubule cell,AQP1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Proximal tubule cell,SLC34A1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Proximal tubule cell,SLC9A3,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Proximal tubule cell,CUBN,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Proximal tubule cell,MEGALIN,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Proximal tubule cell,SLC12A1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Proximal tubule cell,CALB1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Proximal tubule cell,EPCAM,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Loop of Henle cell,SLC12A1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Loop of Henle cell,UMOD,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Loop of Henle cell,NKCC2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Loop of Henle cell,ROMK,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Loop of Henle cell,AQP1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Loop of Henle cell,SLC34A1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Loop of Henle cell,CALB1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Distal convoluted tubule cell,CALB1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Distal convoluted tubule cell,SLC12A3,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Distal convoluted tubule cell,TRPM6,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Distal convoluted tubule cell,CLCNKB,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Distal convoluted tubule cell,AQP1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Distal convoluted tubule cell,SLC12A1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Distal convoluted tubule cell,UMOD,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Podocyte,NPHS1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Podocyte,NPHS2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Podocyte,WT1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Podocyte,SYNPO,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Podocyte,PAX2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Podocyte,AQP1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Podocyte,SLC12A1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Podocyte,EPCAM,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Collecting duct cell,AQP2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Collecting duct cell,HNF1B,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Collecting duct cell,SLC14A2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Collecting duct cell,KRT19,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Collecting duct cell,AQP1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Collecting duct cell,SLC12A1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,kidney,Collecting duct cell,NPHS1,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Enterocyte,VIL1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Enterocyte,SI,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Enterocyte,FABP1,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Enterocyte,FABP2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Enterocyte,CDX2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Enterocyte,APOA4,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Enterocyte,MUC2,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Enterocyte,CHGA,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Enterocyte,TP63,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Enterocyte,PTPRC,negative,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Goblet cell (intestinal),MUC2,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Goblet cell (intestinal),TFF3,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
marker_atlas.json,mkg-2026.08,gut,Goblet cell (intestinal),SPDEF,positive,human;mouse,baseline_or_unspecified,,,,,,,,,,,,
